Country,City,Date,Length of Stay
Kenya,Mombasa,11/1/2024,4.73
Kenya,Mombasa,12/1/2024,5.03
Kenya,Mombasa,1/1/2025,4.81
Kenya,Mombasa,2/1/2025,4.82
Kenya,Mombasa,3/1/2025,5
Kenya,Mombasa,4/1/2025,4.37
Kenya,Mombasa,5/1/2025,4.28
Kenya,Mombasa,6/1/2025,4.42
Kenya,Mombasa,7/1/2025,4.56
Kenya,Mombasa,8/1/2025,4.32
Kenya,Mombasa,9/1/2025,4.15
Kenya,Mombasa,10/1/2025,3.87
