Country,City,Date,Occupancy
Kenya,Kisumu,11/1/2024,39.58
Kenya,Kisumu,12/1/2024,46.86
Kenya,Kisumu,1/1/2025,29.47
Kenya,Kisumu,2/1/2025,33.02
Kenya,Kisumu,3/1/2025,34.32
Kenya,Kisumu,4/1/2025,37.72
Kenya,Kisumu,5/1/2025,28.84
Kenya,Kisumu,6/1/2025,36.46
Kenya,Kisumu,7/1/2025,36.3
Kenya,Kisumu,8/1/2025,35.81
Kenya,Kisumu,9/1/2025,27.57
Kenya,Kisumu,10/1/2025,30.76
