Country,City,Date,Listing Days Booked,Booked Listings
Kenya,Kisumu,11/1/2024,2152,195
Kenya,Kisumu,12/1/2024,3299,263
Kenya,Kisumu,1/1/2025,2267,212
Kenya,Kisumu,2/1/2025,1804,185
Kenya,Kisumu,3/1/2025,1921,189
Kenya,Kisumu,4/1/2025,2461,254
Kenya,Kisumu,5/1/2025,2002,209
Kenya,Kisumu,6/1/2025,2499,240
Kenya,Kisumu,7/1/2025,2640,254
Kenya,Kisumu,8/1/2025,2817,284
Kenya,Kisumu,9/1/2025,2187,263
Kenya,Kisumu,10/1/2025,2526,292
