Country,City ,Date,Revenue
Kenya,Nairobi,11/1/2024,82987.98
Kenya,Nairobi,12/1/2024,104138.62
Kenya,Nairobi,1/1/2025,95875.9
Kenya,Nairobi,2/1/2025,85417.17
Kenya,Nairobi,3/1/2025,83527.49
Kenya,Nairobi,4/1/2025,83335.22
Kenya,Nairobi,5/1/2025,78373.14
Kenya,Nairobi,6/1/2025,84610.89
Kenya,Nairobi,7/1/2025,96773.51
Kenya,Nairobi,8/1/2025,96508.51
Kenya,Nairobi,9/1/2025,78915
Kenya,Nairobi,10/1/2025,83744.77
