Country,City,Date,Average Daily Rate
Kenya,Kiambu,6/25/2025,3827
Kenya,Kiambu,6/26/2025,3842
Kenya,Kiambu,6/27/2025,4457
Kenya,Kiambu,6/28/2025,5184
Kenya,Kiambu,6/29/2025,4299
Kenya,Kiambu,6/30/2025,4099
Kenya,Kiambu,7/1/2025,4303
Kenya,Kiambu,7/2/2025,4210
Kenya,Kiambu,7/3/2025,3999
Kenya,Kiambu,7/4/2025,4354
Kenya,Kiambu,7/5/2025,5097
Kenya,Kiambu,7/6/2025,4321
Kenya,Kiambu,7/7/2025,4108
Kenya,Kiambu,7/8/2025,4052
Kenya,Kiambu,7/9/2025,3894
Kenya,Kiambu,7/10/2025,3812
Kenya,Kiambu,7/11/2025,4760
Kenya,Kiambu,7/12/2025,5393
Kenya,Kiambu,7/13/2025,4043
Kenya,Kiambu,7/14/2025,3829
Kenya,Kiambu,7/15/2025,4053
Kenya,Kiambu,7/16/2025,4105
Kenya,Kiambu,7/17/2025,4192
Kenya,Kiambu,7/18/2025,4885
Kenya,Kiambu,7/19/2025,5203
Kenya,Kiambu,7/20/2025,4727
Kenya,Kiambu,7/21/2025,4381
Kenya,Kiambu,7/22/2025,4325
Kenya,Kiambu,7/23/2025,4165
Kenya,Kiambu,7/24/2025,3953
Kenya,Kiambu,7/25/2025,4334
Kenya,Kiambu,7/26/2025,4767
Kenya,Kiambu,7/27/2025,4198
Kenya,Kiambu,7/28/2025,4075
Kenya,Kiambu,7/29/2025,4263
Kenya,Kiambu,7/30/2025,4443
Kenya,Kiambu,7/31/2025,4479
Kenya,Kiambu,8/1/2025,5082
Kenya,Kiambu,8/2/2025,5257
Kenya,Kiambu,8/3/2025,4397
Kenya,Kiambu,8/4/2025,4480
Kenya,Kiambu,8/5/2025,4476
Kenya,Kiambu,8/6/2025,4315
Kenya,Kiambu,8/7/2025,4331
Kenya,Kiambu,8/8/2025,4566
Kenya,Kiambu,8/9/2025,4935
Kenya,Kiambu,8/10/2025,4162
Kenya,Kiambu,8/11/2025,4175
Kenya,Kiambu,8/12/2025,4072
Kenya,Kiambu,8/13/2025,4117
Kenya,Kiambu,8/14/2025,4249
Kenya,Kiambu,8/15/2025,4719
Kenya,Kiambu,8/16/2025,4885
Kenya,Kiambu,8/17/2025,4167
Kenya,Kiambu,8/18/2025,4175
Kenya,Kiambu,8/19/2025,4079
Kenya,Kiambu,8/20/2025,3956
Kenya,Kiambu,8/21/2025,4047
Kenya,Kiambu,8/22/2025,4520
Kenya,Kiambu,8/23/2025,4838
Kenya,Kiambu,8/24/2025,4306
Kenya,Kiambu,8/25/2025,3994
Kenya,Kiambu,8/26/2025,4285
Kenya,Kiambu,8/27/2025,4257
Kenya,Kiambu,8/28/2025,3936
Kenya,Kiambu,8/29/2025,4505
Kenya,Kiambu,8/30/2025,4801
Kenya,Kiambu,8/31/2025,4073
Kenya,Kiambu,9/1/2025,3838
Kenya,Kiambu,9/2/2025,3980
Kenya,Kiambu,9/3/2025,4235
Kenya,Kiambu,9/4/2025,4074
Kenya,Kiambu,9/5/2025,4275
Kenya,Kiambu,9/6/2025,5286
Kenya,Kiambu,9/7/2025,4408
Kenya,Kiambu,9/8/2025,4481
Kenya,Kiambu,9/9/2025,4088
Kenya,Kiambu,9/10/2025,3770
Kenya,Kiambu,9/11/2025,4095
Kenya,Kiambu,9/12/2025,5087
Kenya,Kiambu,9/13/2025,5211
Kenya,Kiambu,9/14/2025,3662
Kenya,Kiambu,9/15/2025,3943
Kenya,Kiambu,9/16/2025,4403
Kenya,Kiambu,9/17/2025,4074
Kenya,Kiambu,9/18/2025,4055
Kenya,Kiambu,9/19/2025,4790
Kenya,Kiambu,9/20/2025,4731
Kenya,Kiambu,9/21/2025,4037
Kenya,Kiambu,9/22/2025,4055
Kenya,Kiambu,9/23/2025,3960
Kenya,Kiambu,9/24/2025,4231
Kenya,Kiambu,9/25/2025,4126
Kenya,Kiambu,9/26/2025,4300
Kenya,Kiambu,9/27/2025,4803
Kenya,Kiambu,9/28/2025,3857
Kenya,Kiambu,9/29/2025,3563
Kenya,Kiambu,9/30/2025,3534
Kenya,Kiambu,10/1/2025,3810
Kenya,Kiambu,10/2/2025,4045
Kenya,Kiambu,10/3/2025,5191
Kenya,Kiambu,10/4/2025,4992
Kenya,Kiambu,10/5/2025,4066
Kenya,Kiambu,10/6/2025,4266
Kenya,Kiambu,10/7/2025,4258
Kenya,Kiambu,10/8/2025,4338
Kenya,Kiambu,10/9/2025,4327
Kenya,Kiambu,10/10/2025,5629
Kenya,Kiambu,10/11/2025,5420
Kenya,Kiambu,10/12/2025,4142
Kenya,Kiambu,10/13/2025,3860
Kenya,Kiambu,10/14/2025,4191
Kenya,Kiambu,10/15/2025,4521
Kenya,Kiambu,10/16/2025,4026
Kenya,Kiambu,10/17/2025,4831
Kenya,Kiambu,10/18/2025,5186
Kenya,Kiambu,10/19/2025,4502
Kenya,Kiambu,10/20/2025,4036
Kenya,Kiambu,10/21/2025,3707
Kenya,Kiambu,10/22/2025,3668
Kenya,Kiambu,10/23/2025,3656
Kenya,Kiambu,10/24/2025,4443
Kenya,Kiambu,10/25/2025,4243
Kenya,Kiambu,10/26/2025,3620
Kenya,Kiambu,10/27/2025,3760
Kenya,Kiambu,10/28/2025,3982
Kenya,Kiambu,10/29/2025,3833
Kenya,Kiambu,10/30/2025,4098
Kenya,Kiambu,10/31/2025,4062
Kenya,Kiambu,11/1/2025,4762
Kenya,Kiambu,11/2/2025,3860
Kenya,Kiambu,11/3/2025,3713
Kenya,Kiambu,11/4/2025,3947
Kenya,Kiambu,11/5/2025,3876
Kenya,Kiambu,11/6/2025,3963
Kenya,Kiambu,11/7/2025,4480
Kenya,Kiambu,11/8/2025,4923
Kenya,Kiambu,11/9/2025,3976
Kenya,Kiambu,11/10/2025,3643
