Country,City,Date,Listing Days Booked,Booked Listings
Kenya,Kiambu,11/1/2024,4682,431
Kenya,Kiambu,12/1/2024,7512,549
Kenya,Kiambu,1/1/2025,5709,464
Kenya,Kiambu,2/1/2025,4364,391
Kenya,Kiambu,3/1/2025,4531,405
Kenya,Kiambu,4/1/2025,5302,464
Kenya,Kiambu,5/1/2025,4642,424
Kenya,Kiambu,6/1/2025,5458,482
Kenya,Kiambu,7/1/2025,6761,539
Kenya,Kiambu,8/1/2025,7951,652
Kenya,Kiambu,9/1/2025,5920,556
Kenya,Kiambu,10/1/2025,5929,550
