Country,City,Date,Occupancy
Kenya,Kiambu,11/1/2024,41.71
Kenya,Kiambu,12/1/2024,49.03
Kenya,Kiambu,1/1/2025,36.59
Kenya,Kiambu,2/1/2025,38.53
Kenya,Kiambu,3/1/2025,37.45
Kenya,Kiambu,4/1/2025,40.86
Kenya,Kiambu,5/1/2025,35.3
Kenya,Kiambu,6/1/2025,41.52
Kenya,Kiambu,7/1/2025,43.06
Kenya,Kiambu,8/1/2025,43.33
Kenya,Kiambu,9/1/2025,33.8
Kenya,Kiambu,10/1/2025,36.47
