Country,City,Date,Revenue
Kenya,Kisumu,11/1/2024,51424.3
Kenya,Kisumu,12/1/2024,67818.05
Kenya,Kisumu,1/1/2025,52692.78
Kenya,Kisumu,2/1/2025,41336.89
Kenya,Kisumu,3/1/2025,45234.82
Kenya,Kisumu,4/1/2025,47769.44
Kenya,Kisumu,5/1/2025,46550.72
Kenya,Kisumu,6/1/2025,48670.91
Kenya,Kisumu,7/1/2025,47696.59
Kenya,Kisumu,8/1/2025,44785.06
Kenya,Kisumu,9/1/2025,33922.41
Kenya,Kisumu,10/1/2025,39549.52
