Country,City,Date,Revenue
Kenya,Nakuru,11/1/2024,84541.65
Kenya,Nakuru,12/1/2024,118173.91
Kenya,Nakuru,1/1/2025,88894.11
Kenya,Nakuru,2/1/2025,95743.13
Kenya,Nakuru,3/1/2025,76026.69
Kenya,Nakuru,4/1/2025,72140.73
Kenya,Nakuru,5/1/2025,53078.27
Kenya,Nakuru,6/1/2025,69835.33
Kenya,Nakuru,7/1/2025,93384.74
Kenya,Nakuru,8/1/2025,94432.13
Kenya,Nakuru,9/1/2025,79854.01
Kenya,Nakuru,10/1/2025,95200.36
