Country,City,Date,Average Daily Rate
Kenya,Nairobi,8/29/2025,6000
Kenya,Nairobi,8/30/2025,6049
Kenya,Nairobi,8/31/2025,5857
Kenya,Nairobi,9/1/2025,5719
Kenya,Nairobi,9/2/2025,5729
Kenya,Nairobi,9/3/2025,5681
Kenya,Nairobi,9/4/2025,5688
Kenya,Nairobi,9/5/2025,5811
Kenya,Nairobi,9/6/2025,5863
Kenya,Nairobi,9/7/2025,5685
Kenya,Nairobi,9/8/2025,5661
Kenya,Nairobi,9/9/2025,5676
Kenya,Nairobi,9/10/2025,5641
Kenya,Nairobi,9/11/2025,5693
Kenya,Nairobi,9/12/2025,5825
Kenya,Nairobi,9/13/2025,5742
Kenya,Nairobi,9/14/2025,5604
Kenya,Nairobi,9/15/2025,5554
Kenya,Nairobi,9/16/2025,5540
Kenya,Nairobi,9/17/2025,5536
Kenya,Nairobi,9/18/2025,5628
Kenya,Nairobi,9/19/2025,5785
Kenya,Nairobi,9/20/2025,5728
Kenya,Nairobi,9/21/2025,5596
Kenya,Nairobi,9/22/2025,5607
Kenya,Nairobi,9/23/2025,5602
Kenya,Nairobi,9/24/2025,5617
Kenya,Nairobi,9/25/2025,5626
Kenya,Nairobi,9/26/2025,5834
Kenya,Nairobi,9/27/2025,5955
Kenya,Nairobi,9/28/2025,5716
Kenya,Nairobi,9/29/2025,5708
Kenya,Nairobi,9/30/2025,5685
Kenya,Nairobi,10/1/2025,5876
Kenya,Nairobi,10/2/2025,5902
Kenya,Nairobi,10/3/2025,5977
Kenya,Nairobi,10/4/2025,5971
Kenya,Nairobi,10/5/2025,5787
Kenya,Nairobi,10/6/2025,5785
Kenya,Nairobi,10/7/2025,5750
Kenya,Nairobi,10/8/2025,5728
Kenya,Nairobi,10/9/2025,5854
Kenya,Nairobi,10/10/2025,5946
Kenya,Nairobi,10/11/2025,6001
Kenya,Nairobi,10/12/2025,5757
Kenya,Nairobi,10/13/2025,5789
Kenya,Nairobi,10/14/2025,5701
Kenya,Nairobi,10/15/2025,5690
Kenya,Nairobi,10/16/2025,5823
Kenya,Nairobi,10/17/2025,5915
Kenya,Nairobi,10/18/2025,5921
Kenya,Nairobi,10/19/2025,5620
Kenya,Nairobi,10/20/2025,5669
Kenya,Nairobi,10/21/2025,5660
Kenya,Nairobi,10/22/2025,5738
Kenya,Nairobi,10/23/2025,5823
Kenya,Nairobi,10/24/2025,5973
Kenya,Nairobi,10/25/2025,5964
Kenya,Nairobi,10/26/2025,5730
Kenya,Nairobi,10/27/2025,5695
Kenya,Nairobi,10/28/2025,5714
Kenya,Nairobi,10/29/2025,5676
Kenya,Nairobi,10/30/2025,5668
Kenya,Nairobi,10/31/2025,5806
